sequence_regime,event_group,breakout_attempt_bucket,htf_location_bias,mtf_alignment_bucket,mtf_bias,bars,avg_energy,avg_range_atr,avg_range_sum_5_atr,continuation_h6,pullback_0p50_h6,reach_1atr_h12,buy_edge,sell_edge,best_side,best_edge,edge_gap
NORMAL_SEQUENCE,FALSE_BREAK,MULTI_BO,STRONG_DOWN_LOCATION,FULL,DOWN,199,43.89698745657054,0.9165885501708063,4.7675206104615375,0.5276381909547738,0.7487437185929648,0.6934673366834171,-0.592964824120603,-0.23618090452261303,SELL,-0.23618090452261303,0.35678391959799
NORMAL_SEQUENCE,BREAKOUT,BO_CLUSTER,DOWN_LOCATION,MIXED,DOWN,162,56.993727730691866,1.1653875567568597,5.21753177368912,0.29012345679012347,0.8209876543209876,0.5123456790123457,-0.26543209876543206,-0.2407407407407408,SELL,-0.2407407407407408,0.024691358024691246
NORMAL_SEQUENCE,FALSE_BREAK,MULTI_BO,STRONG_UP_LOCATION,MIXED,UP,355,39.57053861537803,0.8189874508552412,4.627039887055312,0.4253521126760563,0.8507042253521127,0.571830985915493,-0.24225352112676052,-0.41126760563380277,BUY,-0.24225352112676052,0.16901408450704225
BREAKOUT_AFTER_SWEEP,BREAKOUT,BO_CLUSTER,MIXED_LOCATION,NONE,MIXED,1911,56.57316713234807,1.170336975432494,4.985964795877379,0.13448456305599163,0.9686028257456829,0.2804814233385662,-0.34118262689691264,-0.24960753532182106,SELL,-0.24960753532182106,0.09157509157509158
NORMAL_SEQUENCE,NONE,BO_CLUSTER,STRONG_UP_LOCATION,FULL,UP,232,36.09652521411507,0.691187343486017,4.768347873985681,0.5517241379310345,0.6508620689655172,0.6422413793103449,-0.25,-0.5775862068965517,BUY,-0.25,0.3275862068965517
EXPANSION_CHAIN,FALSE_BREAK,MULTI_BO,DOWN_LOCATION,MIXED,DOWN,152,49.95581734237277,0.8897063783976917,5.120128268244938,0.34210526315789475,0.8421052631578947,0.4407894736842105,-0.4407894736842105,-0.25000000000000006,SELL,-0.25000000000000006,0.19078947368421045
EXPANSION_CHAIN,FALSE_BREAK,BO_CLUSTER,STRONG_DOWN_LOCATION,FULL,DOWN,275,59.37476207185754,1.018274969716776,5.851066656265171,0.46545454545454545,0.730909090909091,0.6545454545454545,-0.6072727272727272,-0.2509090909090909,SELL,-0.2509090909090909,0.35636363636363627
NORMAL_SEQUENCE,NONE,MULTI_BO,MIXED_LOCATION,NONE,MIXED,207,33.99664779175747,0.690387482684003,4.6187362497980855,0.28502415458937197,0.8888888888888888,0.4251207729468599,-0.251207729468599,-0.36231884057971014,BUY,-0.251207729468599,0.11111111111111116
BREAKOUT_AFTER_SWEEP,BREAKOUT,BO_CLUSTER,STRONG_UP_LOCATION,NONE,MIXED,520,50.0460434814936,0.9785809708163415,4.647141683513763,0.47307692307692306,0.7365384615384616,0.6403846153846153,-0.5346153846153846,-0.25192307692307697,SELL,-0.25192307692307697,0.28269230769230763
BREAKOUT_AFTER_EXPANSION_CHAIN,BREAKOUT,BO_CLUSTER,UP_LOCATION,MIXED,UP,957,62.11964293192418,1.0677723160252481,5.02231773312251,0.3542319749216301,0.8223615464994776,0.40856844305120166,-0.45141065830721,-0.258098223615465,SELL,-0.258098223615465,0.19331243469174503
NORMAL_SEQUENCE,NONE,BO_CLUSTER,STRONG_UP_LOCATION,MIXED,UP,470,35.995115327658816,0.7006169272533771,4.878409733459563,0.4531914893617021,0.7851063829787234,0.625531914893617,-0.40638297872340423,-0.2595744680851063,SELL,-0.2595744680851063,0.14680851063829792
NORMAL_SEQUENCE,FALSE_BREAK,MULTI_BO,STRONG_UP_LOCATION,FULL,UP,249,41.20115856762945,0.8406887302627013,4.626701167267143,0.5381526104417671,0.6827309236947792,0.642570281124498,-0.2610441767068273,-0.5622489959839357,BUY,-0.2610441767068273,0.30120481927710846
BREAKOUT_AFTER_SWEEP,BREAKOUT,MULTI_BO,DOWN_LOCATION,MIXED,DOWN,352,56.21023872965847,1.1857318760400568,4.679864447502204,0.2727272727272727,0.8948863636363636,0.5227272727272727,-0.26136363636363635,-0.42897727272727276,BUY,-0.26136363636363635,0.1676136363636364
NORMAL_SEQUENCE,FALSE_BREAK,BO_CLUSTER,STRONG_UP_LOCATION,FULL,UP,700,43.06391262705143,0.8844135005234255,4.866824244288389,0.5514285714285714,0.6814285714285714,0.6657142857142857,-0.26285714285714284,-0.5242857142857142,BUY,-0.26285714285714284,0.2614285714285714
BREAKOUT_AFTER_COMPRESSION,BREAKOUT,BO_CLUSTER,MIXED_LOCATION,NONE,MIXED,254,56.309962942359284,1.1159150233339483,4.671844906965556,0.15354330708661418,0.9645669291338582,0.35826771653543305,-0.38582677165354334,-0.26377952755905515,SELL,-0.26377952755905515,0.1220472440944882
BREAKOUT_AFTER_EXPANSION_CHAIN,BREAKOUT,BO_CLUSTER,UP_LOCATION,NONE,MIXED,532,61.710666893019656,1.0573493083930152,5.119603105738343,0.2650375939849624,0.8909774436090225,0.34962406015037595,-0.34962406015037595,-0.2669172932330827,SELL,-0.2669172932330827,0.08270676691729323
BREAKOUT_AFTER_SWEEP,BREAKOUT,BO_CLUSTER,UP_LOCATION,MIXED,UP,2609,54.217236317305975,1.0972468513848563,4.8506660817724825,0.318512840168647,0.8420850900728248,0.4668455346876198,-0.4097355308547336,-0.2671521655806822,SELL,-0.2671521655806822,0.14258336527405135
NORMAL_SEQUENCE,BREAKOUT,BO_CLUSTER,MIXED_LOCATION,NONE,MIXED,142,57.26157537278985,1.1318403144835183,5.425321655386691,0.16901408450704225,0.9507042253521126,0.34507042253521125,-0.3732394366197183,-0.26760563380281693,SELL,-0.26760563380281693,0.10563380281690138
BREAKOUT_AFTER_COMPRESSION,BREAKOUT,BO_CLUSTER,UP_LOCATION,MIXED,UP,293,57.79976344526794,1.136274274083207,4.736113258223665,0.3583617747440273,0.8395904436860068,0.5631399317406144,-0.42320819112627983,-0.26962457337883955,SELL,-0.26962457337883955,0.15358361774744028
NORMAL_SEQUENCE,FALSE_BREAK,MULTI_BO,MIXED_LOCATION,NONE,MIXED,542,40.90383921685055,0.8751227575489992,4.513008978010044,0.24538745387453875,0.9022140221402214,0.42066420664206644,-0.45202952029520294,-0.27121771217712176,SELL,-0.27121771217712176,0.18081180811808117
BREAKOUT_AFTER_SWEEP,BREAKOUT,BO_CLUSTER,STRONG_UP_LOCATION,FULL,UP,3157,57.880828096112964,1.1710192253381813,5.0233239605826725,0.5350015837820716,0.7215711118150142,0.660437123851758,-0.2733607855559075,-0.4447260057016155,BUY,-0.2733607855559075,0.17136522014570804
DOWN_STREAK_EXTENDED,FALSE_BREAK,BO_CLUSTER,DOWN_LOCATION,MIXED,DOWN,135,47.97630107085434,0.9625559111440688,5.2962279477473375,0.34074074074074073,0.8888888888888888,0.5481481481481482,-0.2740740740740741,-0.6,BUY,-0.2740740740740741,0.3259259259259259
EXPANSION_CHAIN,FALSE_BREAK,MULTI_BO,STRONG_UP_LOCATION,MIXED,UP,142,45.77331483708705,0.8012647715634421,5.041595672420659,0.4154929577464789,0.852112676056338,0.528169014084507,-0.2746478873239437,-0.46478873239436624,BUY,-0.2746478873239437,0.19014084507042256
EXPANSION_CHAIN,FALSE_BREAK,BO_CLUSTER,STRONG_UP_LOCATION,MIXED,UP,648,51.76227817993309,0.8854170921415092,5.335313662291162,0.4305555555555556,0.8040123456790124,0.5478395061728395,-0.28395061728395066,-0.2762345679012346,SELL,-0.2762345679012346,0.007716049382716084
BREAKOUT_AFTER_COMPRESSION,BREAKOUT,BO_CLUSTER,DOWN_LOCATION,MIXED,DOWN,293,58.56150540786328,1.1815199341872058,4.809763839335727,0.3515358361774744,0.8839590443686007,0.5460750853242321,-0.2764505119453925,-0.4061433447098976,BUY,-0.2764505119453925,0.1296928327645051
BREAKOUT_AFTER_COMPRESSION,BREAKOUT,BO_CLUSTER,STRONG_UP_LOCATION,FULL,UP,326,61.65428803336523,1.218846377795247,4.883697182575372,0.5184049079754601,0.7331288343558282,0.7085889570552147,-0.2791411042944785,-0.4386503067484662,BUY,-0.2791411042944785,0.1595092024539877
BREAKOUT_AFTER_SWEEP,BREAKOUT,MULTI_BO,STRONG_UP_LOCATION,FULL,UP,433,57.06458034324654,1.2274756961171018,4.796144434199641,0.5103926096997691,0.7020785219399538,0.6351039260969977,-0.279445727482679,-0.4595842956120093,BUY,-0.279445727482679,0.18013856812933032
BREAKOUT_AFTER_SWEEP,BREAKOUT,BO_CLUSTER,DOWN_LOCATION,MIXED,DOWN,2196,57.9346817021157,1.1946155674840295,5.029839877545995,0.30327868852459017,0.8779599271402551,0.4913479052823315,-0.2809653916211293,-0.43351548269581053,BUY,-0.2809653916211293,0.1525500910746812
BREAKOUT_AFTER_EXPANSION_CHAIN,BREAKOUT,BO_CLUSTER,STRONG_UP_LOCATION,NONE,MIXED,295,61.75814120934109,1.0465396571586294,5.249760936245509,0.5152542372881356,0.7322033898305085,0.6474576271186441,-0.5016949152542373,-0.28135593220338984,SELL,-0.28135593220338984,0.22033898305084743
UP_STREAK_EXTENDED,BREAKOUT,BO_CLUSTER,STRONG_UP_LOCATION,FULL,UP,283,61.6374734467428,1.1637156170747915,5.354789876223321,0.5547703180212014,0.7279151943462897,0.6784452296819788,-0.28621908127208484,-0.45936395759717313,BUY,-0.28621908127208484,0.1731448763250883
UP_STREAK_EXTENDED,FALSE_BREAK,BO_CLUSTER,STRONG_UP_LOCATION,FULL,UP,348,43.95074702964564,0.8161680009083198,4.9432748709994865,0.5431034482758621,0.6982758620689655,0.6609195402298851,-0.29022988505747127,-0.5344827586206896,BUY,-0.29022988505747127,0.24425287356321834
BREAKOUT_AFTER_EXPANSION_CHAIN,BREAKOUT,BO_CLUSTER,MIXED_LOCATION,NONE,MIXED,701,63.387531588634026,1.1070643266458646,5.2876474281798105,0.1326676176890157,0.948644793152639,0.21968616262482168,-0.36233951497860206,-0.2924393723252497,SELL,-0.2924393723252497,0.06990014265335237
NORMAL_SEQUENCE,NONE,BO_CLUSTER,MIXED_LOCATION,NONE,MIXED,420,34.547818453759,0.7048990945145265,4.778486039046153,0.28095238095238095,0.8785714285714286,0.44285714285714284,-0.2928571428571428,-0.3714285714285715,BUY,-0.2928571428571428,0.07857142857142868
BREAKOUT_AFTER_EXPANSION_CHAIN,BREAKOUT,BO_CLUSTER,DOWN_LOCATION,NONE,MIXED,505,62.148927984789104,1.0576081290247414,5.579801824236183,0.33861386138613864,0.8435643564356435,0.3821782178217822,-0.2950495049504951,-0.3623762376237624,BUY,-0.2950495049504951,0.06732673267326733
NORMAL_SEQUENCE,BREAKOUT,BO_CLUSTER,UP_LOCATION,MIXED,UP,205,54.48396997503441,1.0420191792373488,5.021123637779173,0.35609756097560974,0.8195121951219512,0.5219512195121951,-0.3707317073170732,-0.2975609756097561,SELL,-0.2975609756097561,0.07317073170731714
NORMAL_SEQUENCE,NONE,BO_CLUSTER,STRONG_DOWN_LOCATION,FULL,DOWN,174,36.88261451276852,0.7245461421442096,4.880863628505817,0.46551724137931033,0.7988505747126436,0.6724137931034483,-0.5172413793103449,-0.2988505747126437,SELL,-0.2988505747126437,0.21839080459770116
NORMAL_SEQUENCE,FALSE_BREAK,MULTI_BO,STRONG_DOWN_LOCATION,MIXED,DOWN,214,41.57960519462615,0.8888054774463856,4.7446542698535765,0.4158878504672897,0.8457943925233645,0.5420560747663551,-0.3037383177570094,-0.3271028037383178,BUY,-0.3037383177570094,0.023364485981308414
NORMAL_SEQUENCE,BREAKOUT,BO_CLUSTER,STRONG_UP_LOCATION,FULL,UP,200,58.15734848163409,1.13658696836064,5.370739089853382,0.53,0.745,0.635,-0.305,-0.485,BUY,-0.305,0.18
BREAKOUT_AFTER_COMPRESSION,BREAKOUT,BO_CLUSTER,STRONG_DOWN_LOCATION,FULL,DOWN,205,64.70725704967855,1.4615488054887908,5.250776951782294,0.4926829268292683,0.7853658536585366,0.6682926829268293,-0.4390243902439024,-0.3073170731707317,SELL,-0.3073170731707317,0.13170731707317068
BREAKOUT_AFTER_SWEEP,BREAKOUT,MULTI_BO,DOWN_LOCATION,NONE,MIXED,167,49.751684152180054,1.0070766940792675,4.596899950947818,0.2754491017964072,0.9401197604790419,0.437125748502994,-0.32335329341317365,-0.3113772455089821,SELL,-0.3113772455089821,0.011976047904191545
BREAKOUT_AFTER_EXPANSION_CHAIN,BREAKOUT,BO_CLUSTER,STRONG_UP_LOCATION,FULL,UP,1645,66.77509605223352,1.192762001501905,5.479373070780817,0.5367781155015198,0.7246200607902735,0.6577507598784195,-0.3227963525835867,-0.4644376899696048,BUY,-0.3227963525835867,0.14164133738601814
UP_STREAK_EXTENDED,FALSE_BREAK,BO_CLUSTER,UP_LOCATION,MIXED,UP,204,42.318410250621,0.8153230738010082,4.824215287081021,0.3627450980392157,0.8382352941176471,0.5245098039215687,-0.5147058823529412,-0.3235294117647059,SELL,-0.3235294117647059,0.19117647058823534
BREAKOUT_AFTER_SWEEP,BREAKOUT,MULTI_BO,UP_LOCATION,NONE,MIXED,185,49.211633420096476,0.994847057892642,4.448032132046319,0.31891891891891894,0.8972972972972973,0.4756756756756757,-0.36756756756756753,-0.3243243243243243,SELL,-0.3243243243243243,0.043243243243243246
BREAKOUT_AFTER_SWEEP,BREAKOUT,MULTI_BO,STRONG_DOWN_LOCATION,FULL,DOWN,304,60.42428535985097,1.2855611752052756,5.088716977870662,0.4769736842105263,0.7664473684210527,0.7006578947368421,-0.3486842105263158,-0.32565789473684215,SELL,-0.32565789473684215,0.023026315789473673
NORMAL_SEQUENCE,FALSE_BREAK,BO_CLUSTER,MIXED_LOCATION,NONE,MIXED,1192,42.337778656749144,0.8956560487031686,4.7653268138079365,0.2625838926174497,0.9035234899328859,0.44211409395973156,-0.3338926174496645,-0.33137583892617456,SELL,-0.33137583892617456,0.0025167785234899154
BREAKOUT_AFTER_EXPANSION_CHAIN,BREAKOUT,BO_CLUSTER,STRONG_DOWN_LOCATION,NONE,MIXED,250,67.0061525520945,1.1205988286491944,6.403480357920603,0.524,0.736,0.62,-0.332,-0.40399999999999997,BUY,-0.332,0.07199999999999995
NORMAL_SEQUENCE,FALSE_BREAK,BO_CLUSTER,STRONG_DOWN_LOCATION,MIXED,DOWN,826,45.927848452898665,0.9382678694828112,5.234383685761809,0.48184019370460046,0.8062953995157385,0.6246973365617433,-0.3535108958837772,-0.3353510895883777,SELL,-0.3353510895883777,0.018159806295399483
BREAKOUT_AFTER_SWEEP,BREAKOUT,BO_CLUSTER,STRONG_DOWN_LOCATION,FULL,DOWN,2262,62.545558133893294,1.339974702603482,5.388957922185008,0.4880636604774536,0.78868258178603,0.6772767462422635,-0.41865605658709104,-0.3364279398762158,SELL,-0.3364279398762158,0.08222811671087527
NORMAL_SEQUENCE,FALSE_BREAK,BO_CLUSTER,STRONG_UP_LOCATION,MIXED,UP,1162,41.29089536072407,0.8375398201615706,4.8162368952038515,0.45180722891566266,0.8209982788296041,0.5490533562822719,-0.3373493975903614,-0.37521514629948366,BUY,-0.3373493975903614,0.03786574870912224
BREAKOUT_AFTER_EXPANSION_CHAIN,BREAKOUT,BO_CLUSTER,STRONG_DOWN_LOCATION,FULL,DOWN,1171,74.4135800249416,1.4549076668359961,6.092160248077143,0.45345858240819814,0.7916310845431256,0.6515798462852262,-0.38001707941929974,-0.33988044406490175,SELL,-0.33988044406490175,0.04013663535439799
EXPANSION_CHAIN,FALSE_BREAK,BO_CLUSTER,STRONG_DOWN_LOCATION,MIXED,DOWN,433,57.69581402373533,0.9773716813440158,6.053906767140964,0.42032332563510394,0.8267898383371824,0.5519630484988453,-0.34642032332563516,-0.3464203233256351,SELL,-0.3464203233256351,5.551115123125783e-17
EXPANSION_CHAIN,FALSE_BREAK,BO_CLUSTER,MIXED_LOCATION,NONE,MIXED,417,51.625098530450366,0.8958553250243295,5.104936135024244,0.24700239808153476,0.8992805755395683,0.3908872901678657,-0.3501199040767386,-0.3836930455635491,BUY,-0.3501199040767386,0.03357314148681051
NORMAL_SEQUENCE,NONE,MULTI_BO,STRONG_UP_LOCATION,MIXED,UP,138,33.201745401811834,0.6516112202875487,4.5487104967948975,0.5,0.7753623188405797,0.5652173913043478,-0.4202898550724638,-0.3550724637681159,SELL,-0.3550724637681159,0.0652173913043479
EXPANSION_CHAIN,EXPANSION,BO_CLUSTER,MIXED_LOCATION,NONE,MIXED,136,46.83139468889552,0.7415305519407154,5.12614476053413,0.3014705882352941,0.8823529411764706,0.4117647058823529,-0.3602941176470588,-0.4117647058823529,BUY,-0.3602941176470588,0.0514705882352941
EXPANSION_CHAIN,EXPANSION,BO_CLUSTER,STRONG_UP_LOCATION,MIXED,UP,227,48.81258255061377,0.7566514285524004,5.447258147273085,0.44493392070484583,0.8325991189427313,0.5550660792951542,-0.36563876651982374,-0.4361233480176212,BUY,-0.36563876651982374,0.07048458149779746
NORMAL_SEQUENCE,NONE,BO_CLUSTER,STRONG_DOWN_LOCATION,MIXED,DOWN,300,39.39261342002085,0.7694620199173154,5.1475682283562625,0.4766666666666667,0.8166666666666667,0.5866666666666667,-0.37,-0.42,BUY,-0.37,0.04999999999999999
NORMAL_SEQUENCE,BREAKOUT,BO_CLUSTER,STRONG_DOWN_LOCATION,FULL,DOWN,151,60.64098839514232,1.2876999885117622,5.368489016620394,0.4503311258278146,0.8079470198675497,0.6357615894039735,-0.37086092715231783,-0.48344370860927155,BUY,-0.37086092715231783,0.11258278145695372
COMPRESSION_BUILDUP,FALSE_BREAK,BO_CLUSTER,DOWN_LOCATION,MIXED,DOWN,153,45.50948400955671,0.8792295775227666,4.648281255012009,0.3137254901960784,0.9150326797385621,0.5620915032679739,-0.4575163398692811,-0.3725490196078431,SELL,-0.3725490196078431,0.084967320261438
BREAKOUT_AFTER_EXPANSION_CHAIN,BREAKOUT,MULTI_BO,STRONG_UP_LOCATION,FULL,UP,156,62.4883427893752,1.0991338275263542,4.851376285030663,0.5705128205128205,0.7051282051282052,0.6153846153846154,-0.38461538461538464,-0.4615384615384615,BUY,-0.38461538461538464,0.07692307692307687
EXPANSION_CHAIN,FALSE_BREAK,MULTI_BO,MIXED_LOCATION,NONE,MIXED,153,48.32660226498748,0.8358271022434366,4.888401739777728,0.3006535947712418,0.9019607843137255,0.35294117647058826,-0.4444444444444445,-0.4248366013071896,SELL,-0.4248366013071896,0.019607843137254888
